playerName,position_x,team,games_x,points,assists,totalRb,steals,blocks,turnovers,effectFgPercent,season,position_y,games_y,per,usagePercent,offensiveWs,defensiveWs,winShares,offensiveBox,defensiveBox,vorp,teamName,wins,topWsPlayer
Tariq Abdul-Wahad,SG,SAC,49,454,50,186,50,16,70,0.442,1999,SG,49,11.8,19.000,0.5,0.9,1.4,-2.5,-0.5,-0.3,,,
Shareef Abdur-Rahim,SF,VAN,50,1152,172,374,69,55,186,0.438,1999,SF,50,20.7,28.900,3.7,0.9,4.6,2.9,-0.9,2.1,,,
Cory Alexander,PG,DEN,36,261,119,74,35,5,69,0.431,1999,PG,36,11.0,20.300,-0.2,0.0,-0.3,-2.1,-1.3,-0.3,,,
Ray Allen*,SG,MIL,50,856,178,212,53,7,122,0.505,1999,SG,50,18.9,24.500,4.2,1.1,5.2,3.5,-1.0,1.9,,,
Peter Aluma,C,SAC,2,2,0,2,1,1,2,0.500,1999,C,2,3.1,34.100,0.0,0.0,0.0,-26.4,6.6,0.0,,,
Derek Anderson,SG,CLE,38,409,145,109,48,4,82,0.432,1999,SG,38,16.5,23.400,1.1,1.0,2.1,1.3,0.3,0.9,,,
Kenny Anderson,PG,BOS,34,412,193,103,33,2,71,0.459,1999,PG,34,16.7,20.900,1.8,0.6,2.4,1.1,-1.0,0.5,,,
Nick Anderson,SF,ORL,47,701,91,277,64,15,83,0.470,1999,SF,47,15.3,22.800,1.3,2.6,3.9,1.5,0.6,1.7,,,
Shandon Anderson,SG,UTA,50,427,56,132,39,10,66,0.466,1999,SG,50,12.8,21.600,0.7,1.3,2.0,-1.0,-0.1,0.3,,,
Chris Anstey,C,DAL,41,134,27,97,18,13,26,0.360,1999,C,41,9.2,18.200,-0.2,0.4,0.3,-4.7,0.3,-0.3,,,
Greg Anthony,PG,POR,50,319,100,63,66,3,55,0.512,1999,PG,50,16.6,19.600,1.3,1.5,2.8,0.9,3.1,1.2,,,
B.J. Armstrong,PG,TOT,32,105,61,39,12,0,25,0.494,1999,PG,32,12.9,15.800,0.4,0.4,0.7,-1.6,0.4,0.1,,,
B.J. Armstrong,PG,CHH,10,57,27,16,3,0,10,0.558,1999,PG,10,13.3,15.300,0.3,0.1,0.4,0.2,-0.7,0.1,,,
B.J. Armstrong,PG,ORL,22,48,34,23,9,0,15,0.433,1999,PG,22,12.4,16.300,0.0,0.3,0.3,-3.3,1.4,0.0,,,
Darrell Armstrong,PG,ORL,50,690,335,180,108,4,158,0.507,1999,PG,50,22.2,22.900,3.8,2.7,6.4,4.2,2.4,3.3,,,
Keith Askins,SF,MIA,33,53,10,44,17,3,13,0.387,1999,SF,33,3.5,9.400,-0.3,0.5,0.2,-5.2,1.7,-0.2,,,
Stacey Augmon,SF,POR,48,208,58,125,57,18,30,0.448,1999,SF,48,13.0,12.400,1.0,1.6,2.6,-1.0,3.7,1.0,,,
Isaac Austin,C,ORL,49,477,89,237,47,35,114,0.411,1999,C,49,12.0,22.900,-0.9,2.1,1.2,-2.6,0.8,0.1,,,
Anthony Avent,PF,UTA,5,9,1,12,2,0,7,0.308,1999,PF,5,1.3,22.700,-0.2,0.1,-0.1,-9.2,-3.2,-0.1,,,
Thurl Bailey,PF,UTA,43,181,26,94,9,28,27,0.446,1999,PF,43,11.5,19.100,0.2,0.7,0.9,-2.9,0.3,-0.1,,,
Toby Bailey,SG,PHO,27,78,13,54,9,2,11,0.401,1999,SG,27,11.3,19.000,0.0,0.2,0.2,-2.6,-1.6,-0.1,,,
Mark Baker,PG,TOR,1,0,0,0,0,0,1,0.000,1999,PG,1,-46.6,45.400,-0.1,0.0,-0.1,-39.4,-24.3,0.0,,,
Vin Baker,PF,SEA,34,468,56,211,32,34,76,0.453,1999,PF,34,12.5,22.800,-0.2,0.6,0.4,-2.4,-1.4,-0.5,,,
Charles Barkley*,PF,HOU,42,676,192,516,43,13,100,0.482,1999,PF,42,23.1,22.200,4.8,2.0,6.8,4.3,0.3,2.5,,,
Dana Barros,PG,BOS,50,464,208,105,52,5,88,0.539,1999,PG,50,17.7,19.000,2.5,0.9,3.4,2.5,-0.5,1.2,,,
Brent Barry,SG,CHI,37,412,116,144,42,11,72,0.469,1999,SG,37,12.9,18.800,0.7,0.9,1.6,-0.3,-0.2,0.4,,,
Drew Barry,SG,SEA,17,37,29,20,7,1,12,0.438,1999,SG,17,9.0,12.300,0.1,0.1,0.2,-3.1,0.4,0.0,,,
Jon Barry,SG,SAC,43,213,112,96,53,5,47,0.514,1999,SG,43,15.9,12.900,1.6,0.8,2.4,0.3,2.5,0.9,,,
Tony Battie,C,BOS,50,335,53,300,29,71,45,0.519,1999,C,50,15.5,14.100,1.7,1.6,3.3,-0.9,1.2,0.6,,,
Corey Beck,PG,TOT,24,45,20,28,9,2,13,0.474,1999,PG,24,10.1,15.400,0.0,0.2,0.2,-4.5,1.1,-0.1,,,
Corey Beck,PG,DET,8,10,0,5,2,0,2,0.500,1999,PG,8,12.6,17.200,0.0,0.0,0.1,-4.2,2.1,0.0,,,
Corey Beck,PG,CHH,16,35,20,23,7,2,11,0.468,1999,PG,16,9.7,15.100,-0.1,0.2,0.1,-4.6,0.9,-0.1,,,
Benoit Benjamin,C,PHI,6,4,1,8,0,0,3,0.286,1999,C,6,-1.5,13.700,-0.1,0.0,-0.1,-9.1,-2.6,-0.1,,,
Corey Benjamin,PG,CHI,31,118,10,40,11,8,21,0.389,1999,PG,31,8.3,22.900,-0.4,0.3,-0.2,-5.1,-0.9,-0.3,,,
Mario Bennett,PF,CHI,3,7,0,5,1,0,1,0.333,1999,PF,3,10.9,21.700,0.0,0.0,0.0,-4.3,0.8,0.0,,,
Travis Best,PG,IND,49,346,169,80,42,4,62,0.452,1999,PG,49,14.1,18.500,1.5,0.6,2.1,-0.1,-0.1,0.5,,,
Mike Bibby,PG,VAN,50,662,325,136,78,5,146,0.442,1999,PG,50,14.8,21.500,1.1,0.2,1.3,-0.2,-1.6,0.1,,,
Chauncey Billups,SG,DEN,45,624,173,96,58,14,98,0.472,1999,SG,45,15.1,20.300,2.8,-0.5,2.3,1.1,-1.6,0.5,,,
Mookie Blaylock,PG,ATL,48,640,278,224,99,9,115,0.439,1999,PG,48,16.7,21.500,1.5,3.2,4.7,2.1,1.9,2.7,,,
Corie Blount,PF,TOT,34,100,12,151,19,16,21,0.360,1999,PF,34,9.5,13.000,-0.1,0.7,0.7,-3.7,-0.4,-0.3,,,
Corie Blount,PF,LAL,14,32,2,46,1,4,6,0.394,1999,PF,14,8.0,12.300,0.1,0.1,0.2,-3.9,-3.0,-0.2,,,
Corie Blount,PF,CLE,20,68,10,105,18,12,15,0.343,1999,PF,20,10.1,13.300,-0.2,0.7,0.5,-3.6,0.7,-0.1,,,
Muggsy Bogues,PG,GSW,36,183,134,73,43,1,47,0.494,1999,PG,36,15.3,13.500,0.9,0.8,1.7,-0.7,2.2,0.6,,,
Etdrick Bohannon,SF,WAS,2,0,0,0,0,0,0,,1999,SF,2,0.0,0.000,0.0,0.0,0.0,-3.0,-1.6,0.0,,,
Keith Booth,SF,CHI,39,120,38,93,22,11,39,0.328,1999,SF,39,7.0,22.700,-1.4,0.6,-0.8,-6.5,0.5,-0.4,,,
Bruce Bowen,SF,BOS,30,70,28,52,21,9,13,0.317,1999,SF,30,5.0,10.500,-0.4,0.4,0.0,-4.5,0.7,-0.2,,,
Earl Boykins,PG,TOT,22,65,33,17,6,0,20,0.399,1999,PG,22,7.2,21.500,-0.4,0.1,-0.3,-4.0,-2.4,-0.3,,,
Earl Boykins,PG,NJN,5,21,6,4,1,0,7,0.500,1999,PG,5,9.3,24.200,-0.1,0.0,-0.1,-1.5,-1.9,0.0,,,
Earl Boykins,PG,CLE,17,44,27,13,5,0,13,0.362,1999,PG,17,6.5,20.700,-0.3,0.1,-0.2,-4.8,-2.6,-0.2,,,
Shawn Bradley,C,DAL,49,420,40,392,35,159,56,0.480,1999,C,49,19.6,16.100,2.1,2.2,4.2,0.0,2.3,1.4,,,
Terrell Brandon,PG,TOT,36,501,309,134,63,10,74,0.430,1999,PG,36,19.5,23.000,1.9,1.2,3.2,2.6,0.6,1.6,,,
Terrell Brandon,PG,MIL,15,203,104,53,24,3,36,0.425,1999,PG,15,17.4,24.400,0.5,0.4,0.9,1.7,-0.3,0.4,,,
Terrell Brandon,PG,MIN,21,298,205,81,39,7,38,0.433,1999,PG,21,20.9,22.100,1.5,0.8,2.3,3.3,1.2,1.2,,,
Chucky Brown,PF,CHH,48,407,57,174,16,19,38,0.492,1999,PF,48,11.6,17.400,0.9,0.7,1.6,-1.1,-1.3,-0.1,,,
Dee Brown,PG,TOR,49,549,143,103,56,8,80,0.514,1999,PG,49,13.9,19.700,1.8,0.6,2.5,2.0,-1.3,1.0,,,
Gerald Brown,SG,PHO,33,80,31,22,5,1,22,0.388,1999,SG,33,7.3,22.900,-0.4,0.1,-0.3,-4.4,-2.4,-0.3,,,
P.J. Brown,PF,MIA,50,571,66,346,46,48,69,0.480,1999,PF,50,15.8,18.700,2.6,2.6,5.1,0.1,0.8,1.2,,,
Randy Brown,PG,CHI,39,342,149,132,68,8,80,0.414,1999,PG,39,12.6,18.400,-0.3,1.3,1.0,-2.9,1.5,0.2,,,
Rick Brunson,PG,NYK,17,17,19,10,9,0,12,0.286,1999,PG,17,6.2,20.700,-0.4,0.2,-0.2,-5.8,2.5,0.0,,,
Kobe Bryant*,SG,LAL,50,996,190,264,72,50,157,0.482,1999,SG,50,18.9,25.300,3.7,1.5,5.2,2.1,-0.1,1.9,,,
Mark Bryant,PF,CHI,45,407,48,232,34,16,68,0.483,1999,PF,45,12.1,18.100,0.5,1.0,1.5,-2.6,-0.8,-0.4,,,
Jud Buechler,SF,DET,50,274,57,133,37,13,21,0.544,1999,SF,50,12.2,12.100,1.7,1.2,2.9,1.1,1.0,1.1,,,
Matt Bullard,PF,HOU,41,117,18,42,13,4,14,0.482,1999,PF,41,9.6,15.100,0.2,0.2,0.5,-0.8,-0.6,0.1,,,
Scott Burrell,SF,NJN,32,212,45,119,40,11,23,0.428,1999,SF,32,12.6,15.600,0.6,0.7,1.4,-0.7,1.4,0.5,,,
Willie Burton,SF,CHH,3,4,0,6,0,0,1,0.143,1999,SF,3,0.6,25.700,-0.1,0.0,-0.1,-6.3,-7.9,-0.1,,,
Mitchell Butler,SG,CLE,31,168,22,44,15,4,29,0.522,1999,SG,31,12.6,21.200,0.1,0.3,0.5,-0.7,-1.0,0.0,,,
Jason Caffey,PF,GSW,35,308,18,205,24,9,75,0.444,1999,PF,35,10.2,20.000,-0.5,1.0,0.5,-3.9,-0.9,-0.6,,,
Marcus Camby,C,NYK,46,329,12,253,29,74,39,0.521,1999,C,46,17.6,17.500,1.4,2.0,3.5,-0.4,1.8,0.8,,,
Elden Campbell,C,TOT,49,616,69,397,39,73,80,0.477,1999,C,49,18.1,21.300,2.3,1.9,4.3,0.2,-0.3,0.7,,,
Elden Campbell,C,LAL,17,126,8,96,1,16,22,0.436,1999,C,17,13.4,20.800,0.3,0.3,0.5,-2.6,-2.1,-0.2,,,
Elden Campbell,C,CHH,32,490,61,301,38,57,58,0.489,1999,C,32,19.4,21.500,2.1,1.7,3.7,1.0,0.2,0.9,,,
Antoine Carr,PF,HOU,18,47,9,31,1,10,9,0.404,1999,PF,18,8.9,19.800,-0.1,0.1,0.0,-6.2,0.5,-0.1,,,
Chris Carr,SG,TOT,39,207,23,71,8,2,28,0.439,1999,SG,39,11.8,24.800,0.0,0.2,0.2,-0.6,-2.7,-0.1,,,
Chris Carr,SG,MIN,11,23,7,12,1,1,4,0.404,1999,SG,11,6.5,17.200,-0.1,0.1,0.0,-5.2,-0.3,-0.1,,,
Chris Carr,SG,NJN,28,184,16,59,7,1,24,0.444,1999,SG,28,13.0,26.500,0.1,0.1,0.2,0.4,-3.2,-0.1,,,
Cory Carr,SG,CHI,42,171,66,49,21,7,46,0.340,1999,SG,42,5.1,20.800,-1.6,0.4,-1.2,-6.7,-1.5,-1.0,,,
Vince Carter,SF,TOR,50,913,149,283,55,77,110,0.463,1999,SF,50,19.6,25.600,3.6,1.4,5.0,3.1,-0.4,2.1,,,
Sam Cassell,PG,TOT,8,127,36,15,9,0,20,0.430,1999,PG,8,23.1,31.000,0.7,0.1,0.8,4.5,0.1,0.3,,,
Sam Cassell,PG,NJN,4,72,19,6,3,0,12,0.439,1999,PG,4,23.7,32.900,0.4,0.0,0.4,5.8,-0.4,0.2,,,
Sam Cassell,PG,MIL,4,55,17,9,6,0,8,0.420,1999,PG,4,22.5,29.100,0.3,0.1,0.4,3.2,0.5,0.1,,,
Kelvin Cato,C,POR,43,151,19,150,23,56,27,0.453,1999,C,43,14.5,15.600,0.2,1.4,1.6,-3.3,3.3,0.3,,,
Duane Causwell,C,MIA,19,44,2,35,0,11,18,0.571,1999,C,19,8.1,21.000,-0.2,0.2,0.0,-7.6,0.6,-0.2,,,
Cedric Ceballos,SF,DAL,13,163,12,85,7,5,28,0.461,1999,SF,13,15.4,24.700,0.1,0.3,0.4,0.0,-1.5,0.0,,,
Rex Chapman,SG,PHO,38,459,109,104,34,9,54,0.417,1999,SG,38,11.8,21.600,0.3,0.6,0.9,-1.0,-1.5,-0.1,,,
Calbert Cheaney,SG,WAS,50,385,73,141,39,16,42,0.424,1999,SG,50,8.8,17.700,-0.4,0.8,0.4,-3.2,-0.2,-0.5,,,
Pete Chilcutt,PF,VAN,46,166,30,117,22,12,28,0.442,1999,PF,46,9.4,13.700,0.0,0.2,0.3,-1.7,-0.7,-0.1,,,
Chris Childs,PG,NYK,48,328,193,133,44,1,85,0.494,1999,PG,48,11.1,14.300,1.2,1.7,2.9,-1.8,1.3,0.5,,,
Doug Christie,SG,TOR,50,760,187,207,113,26,119,0.425,1999,SG,50,16.9,22.500,2.5,1.7,4.2,1.0,0.5,1.6,,,
Keon Clark,C,DEN,28,93,10,96,10,31,21,0.450,1999,C,28,11.3,13.000,0.1,0.2,0.2,-3.0,0.0,-0.1,,,
Keith Closs,C,LAC,15,32,0,25,3,9,6,0.522,1999,C,15,17.5,17.400,0.1,0.1,0.2,-2.0,1.2,0.0,,,
John Coker,C,WAS,14,31,0,22,1,2,2,0.419,1999,C,14,9.6,16.800,0.1,0.1,0.1,-3.5,-1.7,-0.1,,,
Derrick Coleman,PF,CHH,37,486,78,328,24,42,90,0.422,1999,PF,37,15.6,23.300,0.4,1.6,2.0,-0.3,-0.4,0.4,,,
Bimbo Coles,PG,GSW,48,455,222,117,45,11,82,0.449,1999,PG,48,14.8,18.900,1.6,1.1,2.7,-0.3,0.5,0.7,,,
Marty Conlon,C,MIA,7,8,1,5,0,1,3,0.231,1999,C,7,-3.3,23.800,-0.2,0.0,-0.1,-13.1,-3.4,-0.1,,,
Tyrone Corbin,SF,ATL,47,352,43,145,31,7,43,0.448,1999,SF,47,11.4,18.200,0.7,1.5,2.2,-1.0,0.6,0.4,,,
James Cotton,SG,SEA,10,25,0,10,3,0,3,0.333,1999,SG,10,12.2,22.200,0.0,0.0,0.1,-2.9,-1.4,0.0,,,
Chris Crawford,PF,ATL,42,288,24,90,10,13,48,0.453,1999,PF,42,10.1,20.000,0.5,0.9,1.3,-2.7,-0.2,-0.2,,,
Austin Croshere,PF,IND,27,92,10,45,7,8,23,0.480,1999,PF,27,12.3,20.800,0.1,0.2,0.3,-1.3,-0.2,0.0,,,
John Crotty,PG,TOT,27,159,63,31,11,0,33,0.468,1999,PG,27,15.1,21.300,0.7,0.0,0.8,0.7,-2.1,0.1,,,
John Crotty,PG,POR,3,12,5,1,2,0,0,0.563,1999,PG,3,37.0,22.400,0.2,0.0,0.2,10.5,7.2,0.1,,,
John Crotty,PG,SEA,24,147,58,30,9,0,33,0.461,1999,PG,24,14.0,21.200,0.5,0.0,0.6,0.1,-2.6,0.0,,,
Terry Cummings,PF,GSW,50,454,58,255,46,10,58,0.440,1999,PF,50,16.2,23.400,1.1,1.5,2.6,-0.9,0.8,0.4,,,
William Cunningham,C,TOT,16,6,1,28,1,11,5,0.167,1999,C,16,0.5,6.500,-0.3,0.1,-0.2,-8.9,-1.4,-0.3,,,
William Cunningham,C,TOR,1,0,0,0,0,0,0,,1999,C,1,0.0,0.000,0.0,0.0,0.0,-0.7,-2.7,0.0,,,
William Cunningham,C,NJN,15,6,1,28,1,11,5,0.167,1999,C,15,0.5,6.500,-0.3,0.1,-0.2,-9.0,-1.4,-0.3,,,
Bill Curley,PF,MIN,35,78,14,51,17,9,10,0.410,1999,PF,35,7.4,10.800,0.3,0.4,0.7,-5.7,1.5,-0.2,,,
Dell Curry,SG,MIL,42,423,48,85,36,3,45,0.588,1999,SG,42,18.7,21.900,2.0,0.6,2.6,4.4,-0.5,1.3,,,
Michael Curry,SF,MIL,50,244,78,108,42,7,37,0.439,1999,SF,50,8.7,11.600,0.9,0.8,1.7,-3.0,0.7,-0.1,,,
Erick Dampier,C,GSW,50,442,54,382,26,58,92,0.389,1999,C,50,11.8,18.700,-0.2,1.8,1.5,-2.9,-0.4,-0.5,,,
Antonio Daniels,PG,SAS,47,220,106,54,30,6,44,0.467,1999,PG,47,16.1,19.400,0.8,1.0,1.8,0.2,1.4,0.6,,,
Kornél Dávid,SF,CHI,50,308,40,173,23,17,48,0.449,1999,SF,50,13.6,17.700,1.0,0.7,1.7,-1.5,-0.9,-0.1,,,
Antonio Davis,PF,IND,49,463,33,344,22,42,50,0.471,1999,PF,49,16.7,18.200,2.7,1.3,4.0,0.7,-0.9,0.6,,,
Ben Davis,PF,NYK,8,17,3,11,0,0,1,0.412,1999,PF,8,34.4,47.200,0.1,0.0,0.1,11.9,-5.5,0.0,,,
Dale Davis,PF,IND,50,398,22,416,20,57,43,0.533,1999,PF,50,16.6,13.900,3.0,1.5,4.5,1.6,-0.7,1.0,,,
Hubert Davis,SG,DAL,50,457,89,86,21,3,57,0.520,1999,SG,50,10.9,15.900,1.6,0.0,1.6,-0.6,-1.8,-0.1,,,
Mark Davis,SF,MIA,4,9,1,7,1,0,7,0.333,1999,SF,4,-3.1,22.100,-0.1,0.1,-0.1,-14.5,-2.2,-0.1,,,
Ricky Davis,SG,CHH,46,209,58,84,30,7,54,0.410,1999,SG,46,12.9,23.800,-0.4,0.5,0.2,-1.6,-0.5,0.0,,,
Terry Davis,C,WAS,37,126,10,139,11,3,16,0.533,1999,C,37,10.6,9.900,0.9,0.4,1.4,-1.7,-0.6,0.0,,,
Andrew DeClercq,C,TOT,47,371,31,255,50,29,54,0.500,1999,C,47,15.0,17.000,1.6,1.5,3.1,-1.2,0.1,0.2,,,
Andrew DeClercq,C,BOS,14,75,10,63,13,9,22,0.491,1999,C,14,12.2,15.900,0.1,0.3,0.5,-3.8,-0.1,-0.1,,,
Andrew DeClercq,C,CLE,33,296,21,192,37,20,32,0.502,1999,C,33,15.8,17.300,1.5,1.2,2.7,-0.4,0.2,0.4,,,
Terry Dehere,SG-PG,TOT,26,83,27,24,7,3,16,0.459,1999,SG-PG,26,8.5,16.300,0.0,0.0,0.0,-2.3,-2.0,-0.2,,,
Terry Dehere,PG,SAC,4,9,1,2,2,0,2,0.409,1999,PG,4,10.7,27.700,0.0,0.0,0.0,-2.7,0.2,0.0,,,
Terry Dehere,SG,VAN,22,74,26,22,5,3,14,0.466,1999,SG,22,8.3,15.400,0.1,-0.1,0.0,-2.3,-2.1,-0.2,,,
Vinny Del Negro,PG,MIL,48,281,174,102,33,3,55,0.446,1999,PG,48,12.3,15.200,1.0,0.6,1.6,-0.4,-0.5,0.3,,,
Bison Dele,C,DET,49,513,71,272,38,40,111,0.501,1999,C,49,15.8,24.000,0.6,1.8,2.4,-1.5,0.5,0.3,,,
Tony Delk,PG,GSW,36,246,95,54,16,6,45,0.395,1999,PG,36,11.6,23.200,0.0,0.4,0.4,-0.9,-0.9,0.1,,,
Michael Dickerson,SG,HOU,50,547,95,83,27,11,66,0.542,1999,SG,50,11.5,16.900,2.0,0.2,2.2,-0.4,-1.7,0.0,,,
Vlade Divac*,C,SAC,50,714,215,501,44,51,131,0.480,1999,C,50,18.0,19.400,3.1,2.1,5.2,1.2,0.9,1.8,,,
Michael Doleac,C,ORL,49,304,20,148,19,17,26,0.468,1999,C,49,13.7,19.100,1.2,1.1,2.2,-2.2,-0.1,0.0,,,
Sherman Douglas,PG,LAC,30,247,124,58,27,3,61,0.438,1999,PG,30,11.5,17.200,0.2,-0.3,-0.1,-1.5,-2.5,-0.4,,,
Bryce Drew,PG,HOU,34,118,52,32,12,4,31,0.426,1999,PG,34,6.6,17.400,-0.3,0.2,-0.1,-4.6,-0.9,-0.4,,,
Chris Dudley,C,NYK,46,115,7,193,13,38,24,0.440,1999,C,46,9.6,10.500,0.2,1.3,1.5,-3.4,1.2,0.0,,,
Joe Dumars*,SG,DET,38,428,134,68,23,2,53,0.539,1999,SG,38,15.1,18.300,2.6,0.6,3.2,3.2,-1.5,1.1,,,
Tim Duncan*,PF,SAS,50,1084,121,571,45,126,146,0.495,1999,PF,50,23.2,27.200,4.0,4.7,8.7,2.7,1.8,3.2,,,
Blue Edwards,SF,MIA,24,77,30,33,17,5,21,0.472,1999,SF,24,12.2,17.200,0.0,0.5,0.4,-1.6,2.7,0.2,,,
Howard Eisley,PG,UTA,50,368,185,94,30,2,109,0.479,1999,PG,50,11.7,21.100,0.2,1.1,1.3,-1.9,-0.5,-0.1,,,
Mario Elie,SG,SAS,47,455,89,137,46,12,61,0.532,1999,SG,47,14.5,16.000,2.6,1.9,4.5,0.7,1.6,1.4,,,
Sean Elliott,SF,SAS,50,561,117,213,26,17,71,0.449,1999,SF,50,12.6,19.700,1.3,2.2,3.5,-0.5,0.3,0.7,,,
Dale Ellis,SF,SEA,48,495,38,115,25,3,45,0.559,1999,SF,48,13.1,17.300,2.3,0.0,2.4,1.4,-1.8,0.5,,,
LaPhonso Ellis,PF,ATL,20,204,18,109,8,7,34,0.424,1999,PF,20,11.8,21.900,0.0,0.8,0.8,-2.4,-0.2,-0.1,,,
Brian Evans,SF,TOT,16,34,15,19,5,3,2,0.341,1999,SF,16,10.5,14.500,0.0,0.1,0.1,0.1,0.7,0.1,,,
Brian Evans,SF,NJN,11,30,14,17,3,3,2,0.382,1999,SF,11,12.0,13.800,0.1,0.1,0.2,1.1,1.0,0.1,,,
Brian Evans,SF,MIN,5,4,1,2,2,0,0,0.200,1999,SF,5,3.1,18.300,-0.1,0.0,-0.1,-5.2,-1.0,0.0,,,
Patrick Ewing*,C,NYK,38,657,43,377,30,100,99,0.435,1999,C,38,19.4,28.400,0.2,3.1,3.3,0.1,1.8,1.3,,,
Jamie Feick,PF-C,TOT,28,177,24,288,25,18,34,0.500,1999,PF-C,28,14.2,10.100,1.2,0.9,2.2,-0.6,-1.6,0.0,,,
Jamie Feick,C,MIL,2,0,0,2,0,0,0,0.000,1999,C,2,-1.8,15.900,0.0,0.0,0.0,-7.7,-4.5,0.0,,,
Jamie Feick,PF,NJN,26,177,24,286,25,18,34,0.504,1999,PF,26,14.2,10.100,1.3,0.9,2.2,-0.5,-1.6,0.0,,,
Duane Ferrell,SF,GSW,8,5,0,6,1,1,1,0.071,1999,SF,8,-2.3,16.200,-0.2,0.0,-0.2,-8.2,-3.4,-0.1,,,
Danny Ferry,PF,CLE,50,349,53,102,23,10,39,0.541,1999,PF,50,11.0,16.100,1.0,0.7,1.7,-0.8,-0.7,0.2,,,
Michael Finley,SF,DAL,50,1009,218,263,66,15,107,0.470,1999,SF,50,19.2,24.200,4.4,0.9,5.4,2.8,-0.9,2.1,,,
Derek Fisher,PG,LAL,50,296,197,91,61,1,77,0.449,1999,PG,50,12.1,14.900,1.0,0.7,1.7,-0.6,0.0,0.4,,,
Danny Fortson,PF,DEN,50,550,32,581,31,22,77,0.495,1999,PF,50,18.7,18.000,3.6,0.7,4.4,0.4,-2.3,0.0,,,
Greg Foster,PF,UTA,42,118,25,83,6,8,24,0.380,1999,PF,42,6.3,17.900,-0.4,0.5,0.1,-5.3,-0.8,-0.5,,,
Rick Fox,SF,LAL,44,394,89,89,28,10,56,0.497,1999,SF,44,13.6,20.300,1.4,0.4,1.8,-0.3,-1.0,0.2,,,
Adonal Foyle,C,GSW,44,129,18,194,15,43,31,0.430,1999,C,44,12.3,12.600,0.1,1.0,1.1,-2.8,1.5,0.1,,,
Todd Fuller,C,UTA,42,142,6,101,6,14,27,0.452,1999,C,42,9.1,17.900,-0.1,0.7,0.6,-4.3,-0.5,-0.3,,,
Lawrence Funderburke,PF,SAC,47,420,30,222,22,23,52,0.560,1999,PF,47,18.5,18.400,2.4,0.7,3.1,1.7,-0.9,0.6,,,
Kevin Garnett*,PF,MIN,47,977,202,489,78,83,135,0.462,1999,PF,47,22.4,27.800,2.4,3.0,5.4,3.6,1.7,3.3,,,
Marlon Garnett,PG,BOS,24,51,18,21,5,1,12,0.353,1999,PG,24,6.5,15.600,-0.1,0.1,0.0,-4.0,-0.9,-0.2,,,
Dean Garrett,C,MIN,49,270,28,257,30,45,29,0.502,1999,C,49,13.6,11.800,1.5,1.4,2.9,-1.2,0.4,0.3,,,
Pat Garrity,PF,PHO,39,217,18,75,8,3,20,0.521,1999,PF,39,13.0,18.400,0.9,0.2,1.1,-1.1,-1.9,-0.1,,,
Chris Gatling,C,TOT,48,272,32,179,32,10,62,0.443,1999,C,48,10.1,22.000,-1.0,0.9,-0.1,-4.6,-0.9,-0.7,,,
Chris Gatling,C,NJN,18,84,12,65,8,4,29,0.371,1999,C,18,5.5,21.400,-0.8,0.2,-0.5,-6.5,-1.2,-0.4,,,
Chris Gatling,C,MIL,30,188,20,114,24,6,33,0.485,1999,C,30,12.6,22.400,-0.2,0.7,0.5,-3.5,-0.7,-0.3,,,
Andrew Gaze,SG,SAS,19,21,6,5,2,1,4,0.420,1999,SG,19,8.5,23.200,-0.1,0.1,0.0,-2.8,-0.1,0.0,,,
Matt Geiger,C,PHI,50,674,58,362,39,40,101,0.480,1999,C,50,17.1,21.600,2.4,2.3,4.7,0.6,-0.2,0.9,,,
