playerName,position_x,team,games_x,points,assists,totalRb,steals,blocks,turnovers,effectFgPercent,season,position_y,games_y,per,usagePercent,offensiveWs,defensiveWs,winShares,offensiveBox,defensiveBox,vorp,teamName,wins,topWsPlayer
Kendall Gill,SF,NJN,50,588,123,244,134,26,71,0.400,1999,SF,50,14.8,20.300,0.3,2.2,2.6,-1.8,2.4,1.1,,,
Armen Gilliam,PF,MIL,34,281,19,126,22,12,36,0.453,1999,PF,34,15.9,21.700,0.9,0.7,1.5,0.1,-0.7,0.2,,,
Brian Grant,PF,POR,48,550,67,470,21,34,96,0.479,1999,PF,48,17.0,17.300,3.4,2.5,5.9,0.7,-0.1,1.0,,,
Gary Grant,PG,POR,2,0,3,0,1,0,0,0.000,1999,PG,2,18.1,6.500,0.0,0.0,0.0,2.2,7.4,0.0,,,
Harvey Grant,PF,PHI,47,146,23,110,20,16,21,0.372,1999,PF,47,6.6,11.500,-0.2,0.9,0.8,-3.3,0.5,-0.2,,,
Horace Grant,PF,ORL,50,443,90,351,46,60,44,0.434,1999,PF,50,13.3,14.500,1.4,2.7,4.1,-0.6,1.3,1.1,,,
Paul Grant,C,TOT,6,4,0,1,1,0,2,0.333,1999,C,6,-4.6,27.900,-0.1,0.0,-0.1,-16.2,-3.3,-0.1,,,
Paul Grant,C,MIN,4,2,0,1,0,0,1,0.250,1999,C,4,-14.3,27.500,-0.1,0.0,-0.1,-22.2,-7.5,-0.1,,,
Paul Grant,C,MIL,2,2,0,0,1,0,1,0.500,1999,C,2,10.9,28.700,0.0,0.0,0.0,-6.7,3.3,0.0,,,
Ed Gray,SG,ATL,30,146,12,28,12,1,29,0.324,1999,SG,30,4.8,31.700,-1.1,0.4,-0.7,-6.1,-1.6,-0.5,,,
A.C. Green,PF,DAL,50,246,25,228,28,8,19,0.422,1999,PF,50,12.5,14.800,0.7,0.7,1.4,-1.1,-1.1,0.0,,,
Litterial Green,PG,CLE,1,0,0,0,0,0,0,0.000,1999,PG,1,-19.7,24.400,0.0,0.0,0.0,-16.6,-10.4,0.0,,,
Tom Gugliotta,PF,PHO,43,729,121,381,59,21,88,0.485,1999,PF,43,20.0,22.400,3.7,1.7,5.4,2.0,-0.2,1.5,,,
Tom Hammonds,PF,MIN,49,212,20,136,8,7,32,0.458,1999,PF,49,9.4,15.000,0.5,0.5,1.0,-3.6,-1.4,-0.6,,,
Anfernee Hardaway,SG,ORL,50,791,266,284,111,23,150,0.448,1999,SG,50,16.7,22.400,1.6,3.4,5.0,0.8,2.0,2.3,,,
Tim Hardaway*,PG,MIA,48,835,352,152,57,6,131,0.475,1999,PG,48,18.8,26.500,3.4,1.9,5.4,4.2,-0.9,2.4,,,
Derek Harper,PG,LAL,45,309,187,67,44,4,52,0.486,1999,PG,45,12.8,14.400,1.6,0.4,2.0,0.6,-0.7,0.5,,,
Ron Harper,SG,CHI,35,392,115,180,60,35,65,0.412,1999,SG,35,14.7,21.200,-0.2,1.4,1.2,0.1,1.3,1.0,,,
Matt Harpring,SF,ORL,50,408,45,214,30,6,73,0.478,1999,SF,50,13.0,18.600,1.2,1.5,2.6,-1.5,-0.3,0.1,,,
Al Harrington,PF,IND,21,45,5,39,4,2,11,0.321,1999,PF,21,6.4,22.000,-0.3,0.1,-0.2,-6.2,-2.8,-0.3,,,
Othella Harrington,PF,HOU,41,400,15,246,6,25,61,0.513,1999,PF,41,16.1,21.800,1.3,0.9,2.2,-1.5,-1.9,-0.3,,,
Lucious Harris,SG,NJN,36,193,31,67,18,7,18,0.434,1999,SG,36,11.0,16.100,0.5,0.3,0.8,-1.8,-1.2,-0.2,,,
Hersey Hawkins,SG,SEA,50,516,123,201,80,18,80,0.487,1999,SG,50,14.0,15.100,2.6,0.9,3.5,0.2,0.7,1.2,,,
Michael Hawkins,PG,SAC,24,36,27,25,3,1,13,0.413,1999,PG,24,7.2,11.400,0.0,0.1,0.0,-2.5,-1.2,-0.1,,,
Alan Henderson,SF,ATL,38,474,28,250,33,19,58,0.442,1999,SF,38,16.0,22.500,1.2,1.9,3.1,0.3,0.3,0.8,,,
Cedric Henderson,SF,CLE,50,454,113,197,58,24,97,0.419,1999,SF,50,9.9,19.000,-1.1,1.5,0.5,-2.6,0.2,-0.2,,,
J.R. Henderson,SF,VAN,30,97,22,47,9,4,18,0.375,1999,SF,30,9.0,18.600,-0.2,0.0,-0.2,-2.9,-1.9,-0.2,,,
Mark Hendrickson,PF,NJN,22,120,13,68,12,1,15,0.443,1999,PF,22,12.3,13.800,0.7,0.2,0.9,-1.9,-1.9,-0.2,,,
Steve Henson,PG,DET,4,4,3,0,1,0,3,0.500,1999,PG,4,5.6,11.200,0.0,0.0,0.0,-2.9,-0.6,0.0,,,
Carl Herrera,PF,TOT,28,65,4,62,12,7,16,0.395,1999,PF,28,6.8,14.300,-0.3,0.1,-0.3,-5.0,-1.4,-0.3,,,
Carl Herrera,PF,VAN,4,6,3,8,0,0,4,0.231,1999,PF,4,-1.7,19.500,-0.2,0.0,-0.2,-7.6,-5.1,-0.1,,,
Carl Herrera,PF,DEN,24,59,1,54,12,7,12,0.429,1999,PF,24,8.2,13.500,-0.1,0.1,0.0,-4.6,-0.8,-0.2,,,
Grant Hill*,SF,DET,50,1053,300,355,80,27,184,0.479,1999,SF,50,23.9,29.600,4.5,2.8,7.3,4.8,1.4,3.8,,,
Tyrone Hill,PF,TOT,38,325,35,287,34,16,59,0.455,1999,PF,38,12.3,16.500,0.7,1.5,2.2,-2.0,-0.5,-0.2,,,
Tyrone Hill,PF,MIL,17,146,17,134,18,8,24,0.424,1999,PF,17,12.3,16.400,0.4,0.6,1.0,-2.1,-0.7,-0.1,,,
Tyrone Hill,PF,PHI,21,179,18,153,16,8,35,0.480,1999,PF,21,12.2,16.600,0.3,0.9,1.2,-1.9,-0.4,-0.1,,,
Fred Hoiberg,SG,IND,12,19,4,11,0,0,3,0.310,1999,SG,12,4.0,14.700,0.0,0.0,0.0,-4.5,-1.6,-0.1,,,
Jerald Honeycutt,PF,TOT,16,30,3,12,5,2,9,0.359,1999,PF,16,4.4,20.300,-0.2,0.1,-0.1,-5.5,0.4,-0.1,,,
Jerald Honeycutt,PF,MIL,3,5,0,1,1,0,1,0.400,1999,PF,3,0.2,27.400,0.0,0.0,0.0,-16.1,1.0,0.0,,,
Jerald Honeycutt,PF,PHI,13,25,3,11,4,2,8,0.352,1999,PF,13,5.0,19.400,-0.2,0.1,0.0,-4.1,0.3,0.0,,,
Jeff Hornacek,SG,UTA,48,587,192,160,52,14,82,0.514,1999,SG,48,17.8,19.700,3.5,1.8,5.3,2.4,1.0,1.9,,,
Robert Horry,PF,LAL,38,188,56,152,36,39,49,0.527,1999,PF,38,13.5,13.000,0.8,0.9,1.7,-0.1,2.0,0.7,,,
Allan Houston,SG,NYK,50,813,137,152,35,9,130,0.459,1999,SG,50,13.1,24.300,1.1,1.8,2.9,0.0,-0.7,0.6,,,
Juwan Howard,SF,WAS,36,682,107,293,42,14,95,0.474,1999,SF,36,17.1,24.600,1.5,1.2,2.8,0.9,-0.6,0.8,,,
Troy Hudson,PG,LAC,25,169,92,55,11,2,38,0.450,1999,PG,25,14.1,17.700,0.7,-0.2,0.5,0.9,-3.1,0.0,,,
Larry Hughes,PG,PHI,50,455,77,189,44,14,68,0.420,1999,PG,50,16.7,25.200,0.9,1.5,2.4,1.3,0.2,0.9,,,
Lindsey Hunter,PG,DET,49,582,193,168,86,8,92,0.491,1999,PG,49,13.9,17.700,2.0,2.0,4.0,0.1,1.1,1.4,,,
Zydrunas Ilgauskas,C,CLE,5,76,4,44,4,7,9,0.509,1999,C,5,17.5,22.600,0.3,0.2,0.5,0.8,-0.8,0.1,,,
Allen Iverson*,SG,PHI,48,1284,223,236,110,7,167,0.439,1999,SG,48,22.2,32.600,4.3,2.9,7.2,5.1,0.6,3.9,,,
Bobby Jackson,PG,MIN,50,353,167,135,39,3,75,0.420,1999,PG,50,14.4,21.400,0.3,0.9,1.2,-0.5,0.0,0.4,,,
Jaren Jackson,SG,SAS,47,301,49,99,41,9,37,0.474,1999,SG,47,12.5,18.300,0.6,1.5,2.1,-0.6,1.7,0.7,,,
Jim Jackson,SG,POR,49,414,128,159,43,6,82,0.445,1999,SG,49,13.1,19.300,0.9,1.6,2.5,-0.8,0.7,0.6,,,
Mark Jackson,PG,IND,49,373,386,184,42,3,99,0.468,1999,PG,49,17.9,16.000,3.0,0.9,3.8,3.7,-0.7,1.8,,,
Randell Jackson,PF,WAS,27,114,8,54,3,11,26,0.431,1999,PF,27,11.6,25.200,-0.2,0.1,-0.1,-3.2,-2.4,-0.2,,,
Sam Jacobson,PG,LAL,2,8,0,3,0,0,1,0.600,1999,PG,2,20.6,25.800,0.0,0.0,0.0,-4.0,-0.2,0.0,,,
Jerome James,C,SAC,16,24,1,17,2,6,9,0.375,1999,C,16,11.4,38.900,-0.2,0.1,-0.1,-11.4,0.5,-0.1,,,
Antawn Jamison,SF,GSW,47,449,34,301,38,16,68,0.456,1999,SF,47,16.6,22.200,0.9,1.4,2.3,0.4,-0.4,0.5,,,
Anthony Johnson,PG,ATL,49,244,107,75,35,7,65,0.416,1999,PG,49,10.6,17.300,-0.1,1.2,1.1,-2.8,1.1,0.1,,,
Avery Johnson,PG,SAS,50,487,369,118,51,11,112,0.474,1999,PG,50,14.0,17.000,1.7,2.2,3.9,0.1,0.0,0.9,,,
Eddie Johnson,SF,HOU,3,12,1,2,0,0,2,0.462,1999,SF,3,10.2,39.200,-0.1,0.0,-0.1,-8.7,-6.5,-0.1,,,
Ervin Johnson,C,MIL,50,256,19,320,29,57,47,0.508,1999,C,50,14.5,13.100,1.4,1.6,3.0,-1.1,0.2,0.3,,,
Larry Johnson,PF,NYK,49,587,119,284,34,10,89,0.495,1999,PF,49,14.6,18.100,2.8,2.1,4.9,0.9,0.3,1.3,,,
Charles Jones,SG,CHI,29,108,41,42,18,5,29,0.394,1999,SG,29,6.5,16.000,-0.7,0.3,-0.4,-4.4,-0.9,-0.4,,,
Damon Jones,PG,TOT,24,125,42,44,13,0,17,0.466,1999,PG,24,13.7,18.500,0.4,0.3,0.7,0.4,0.1,0.2,,,
Damon Jones,PG,NJN,11,49,13,13,7,0,5,0.432,1999,PG,11,14.4,18.400,0.2,0.1,0.3,1.1,1.0,0.1,,,
Damon Jones,PG,BOS,13,76,29,31,6,0,12,0.487,1999,PG,13,13.3,18.600,0.2,0.2,0.4,0.0,-0.5,0.1,,,
Eddie Jones,SF-SG,TOT,50,780,186,194,125,58,93,0.477,1999,SF-SG,50,18.5,20.000,3.8,2.2,6.0,2.3,2.1,3.0,,,
Eddie Jones,SG,LAL,20,271,61,76,35,24,21,0.467,1999,SG,20,16.4,17.600,1.5,0.6,2.0,2.1,1.3,1.0,,,
Eddie Jones,SF,CHH,30,509,125,118,90,34,72,0.484,1999,SF,30,19.8,21.500,2.4,1.6,4.0,2.4,2.6,2.0,,,
Popeye Jones,PF,BOS,18,54,15,52,5,0,7,0.392,1999,PF,18,12.4,14.200,0.3,0.1,0.5,-1.4,-1.8,-0.1,,,
Adonis Jordan,PG,MIL,4,6,3,0,3,0,2,0.500,1999,PG,4,18.9,20.600,0.0,0.0,0.0,1.3,6.0,0.0,,,
Paul Pierce*,SF,BOS,48,791,115,309,82,50,113,0.504,1999,SF,48,19.2,23.100,2.9,2.0,4.9,3.4,0.3,2.3,,,
Reggie Jordan,SG,MIN,27,51,41,59,12,5,14,0.278,1999,SG,27,9.8,12.600,0.0,0.3,0.3,-3.2,0.9,0.0,,,
Adam Keefe,PF,UTA,44,174,28,142,16,12,33,0.452,1999,PF,44,12.2,14.600,0.8,0.9,1.7,-1.2,0.4,0.2,,,
Shawn Kemp,PF,CLE,42,862,101,388,48,45,127,0.483,1999,PF,42,23.6,28.900,4.2,2.1,6.3,3.8,0.4,2.3,,,
Jonathan Kerner,C,ORL,1,0,0,0,0,0,0,0.000,1999,C,1,-15.2,9.100,0.0,0.0,0.0,-19.6,-2.4,0.0,,,
Steve Kerr,PG,SAS,44,192,49,44,23,3,22,0.463,1999,PG,44,9.9,13.400,0.7,0.9,1.6,-1.6,1.1,0.3,,,
Jerome Kersey,SF,SAS,45,145,41,130,37,14,30,0.348,1999,SF,45,7.4,15.700,-0.9,1.5,0.6,-4.9,2.0,-0.1,,,
Jason Kidd*,PG,PHO,50,846,539,339,114,19,150,0.476,1999,PG,50,22.5,21.400,5.8,2.3,8.1,4.4,1.1,3.9,,,
Chris King,SF,UTA,8,4,1,11,2,1,4,0.286,1999,SF,8,-1.9,14.500,-0.2,0.1,-0.1,-12.3,2.0,-0.1,,,
Gerard King,SF,SAS,19,23,4,14,2,1,4,0.429,1999,SF,19,13.6,19.100,0.1,0.1,0.2,-2.9,1.0,0.0,,,
Kerry Kittles,SG,NJN,46,592,116,191,79,26,66,0.411,1999,SG,46,13.5,20.500,0.6,1.2,1.8,-0.1,0.1,0.8,,,
Joe Kleine,C,PHO,31,68,12,67,8,1,10,0.405,1999,C,31,6.6,11.000,0.1,0.2,0.3,-4.2,-1.4,-0.3,,,
Brevin Knight,PG,CLE,39,373,302,131,70,7,105,0.425,1999,PG,39,16.6,19.800,1.0,1.5,2.5,0.3,1.1,1.0,,,
Negele Knight,PG,TOR,6,8,8,6,1,0,7,0.375,1999,PG,6,2.4,13.600,-0.1,0.0,-0.1,-7.7,-2.5,-0.1,,,
Travis Knight,C,LAL,37,156,31,128,21,27,35,0.515,1999,C,37,12.8,15.300,0.4,0.7,1.1,-2.9,1.9,0.1,,,
Toni Kukoč*,SF,CHI,44,828,235,310,49,11,121,0.446,1999,SF,44,18.6,27.500,1.3,1.5,2.8,3.3,-0.3,2.1,,,
Christian Laettner,PF,DET,16,121,24,54,15,12,19,0.363,1999,PF,16,14.6,21.200,0.2,0.5,0.7,-0.6,0.6,0.2,,,
Raef LaFrentz,C,DEN,12,166,8,91,9,17,9,0.504,1999,C,12,18.9,18.600,1.1,0.1,1.2,2.9,-1.5,0.3,,,
Andrew Lang,C,CHI,21,80,13,93,5,12,17,0.323,1999,C,21,7.0,15.400,-0.5,0.3,-0.1,-4.9,-1.1,-0.4,,,
Antonio Lang,PF,CLE,10,13,1,16,2,1,4,0.667,1999,PF,10,8.8,10.500,0.1,0.1,0.1,-3.7,-0.3,0.0,,,
Rusty LaRue,PG,CHI,43,203,63,56,33,3,34,0.429,1999,PG,43,8.9,16.600,-0.3,0.5,0.3,-3.7,0.0,-0.3,,,
Tim Legler,SG,WAS,30,119,21,40,4,3,14,0.504,1999,SG,30,9.1,16.100,0.2,0.1,0.3,-1.7,-1.4,-0.1,,,
Voshon Lenard,SG,MIA,12,82,10,16,3,1,7,0.468,1999,SG,12,12.0,23.600,0.1,0.2,0.3,-0.7,-2.9,-0.1,,,
Rashard Lewis,SF,SEA,20,47,4,25,8,1,20,0.375,1999,SF,20,4.5,24.400,-0.5,0.1,-0.4,-7.5,-2.0,-0.3,,,
Randy Livingston,PG,PHO,1,12,3,2,2,0,1,0.625,1999,PG,1,27.2,20.700,0.1,0.0,0.1,2.4,4.7,0.1,,,
Grant Long,PF,ATL,50,489,53,296,57,16,74,0.425,1999,PF,50,15.6,18.300,2.3,2.6,4.9,-0.3,1.7,1.2,,,
Luc Longley,C,PHO,39,339,45,221,23,21,53,0.483,1999,C,39,13.5,18.600,0.8,1.0,1.8,-2.3,-0.2,-0.1,,,
Felipe López,SG,VAN,47,437,62,166,49,14,82,0.462,1999,SG,47,11.8,19.600,0.3,0.2,0.5,-2.2,-1.1,-0.4,,,
Tyronn Lue,PG,LAL,15,75,25,6,5,0,11,0.485,1999,PG,15,11.2,20.400,0.2,0.0,0.2,-1.3,-2.3,-0.1,,,
George Lynch,SF,PHI,43,356,76,279,85,22,79,0.434,1999,SF,43,12.8,16.000,0.1,2.5,2.6,-1.3,1.9,0.9,,,
Sam Mack,SF,TOT,44,472,55,95,35,4,33,0.548,1999,SF,44,15.4,19.000,2.6,0.3,2.8,1.7,-0.8,0.8,,,
Sam Mack,SF,VAN,19,242,23,53,20,1,20,0.505,1999,SF,19,13.3,19.500,0.9,0.0,0.9,0.1,-1.3,0.1,,,
Sam Mack,SF,HOU,25,230,32,42,15,3,13,0.602,1999,SF,25,17.7,18.300,1.7,0.2,1.9,3.5,-0.2,0.7,,,
Don MacLean,PF,SEA,17,185,16,65,5,5,25,0.425,1999,PF,17,13.4,27.200,0.1,0.1,0.2,-1.5,-3.2,-0.3,,,
Mark Macon,SG,DET,7,9,4,5,5,1,6,0.225,1999,SG,7,-0.4,17.900,-0.3,0.1,-0.2,-6.3,0.7,-0.1,,,
Rick Mahorn,PF,PHI,16,13,2,23,5,1,6,0.278,1999,PF,16,1.5,9.800,-0.2,0.2,0.0,-7.6,0.1,-0.2,,,
Dan Majerle,SG,MIA,48,337,150,208,38,7,55,0.510,1999,SG,48,10.2,11.400,1.6,1.9,3.5,0.0,1.1,1.3,,,
Karl Malone*,PF,UTA,49,1164,201,463,62,28,162,0.493,1999,PF,49,25.6,30.500,6.2,3.4,9.6,5.3,1.4,4.0,,,
Matt Maloney,PG,HOU,15,21,21,10,4,0,14,0.196,1999,PG,15,2.2,11.800,-0.4,0.0,-0.3,-5.4,-1.4,-0.2,,,
Danny Manning,PF,PHO,50,453,113,219,36,38,69,0.486,1999,PF,50,15.4,19.700,1.4,1.2,2.6,-0.5,0.6,0.6,,,
Stephon Marbury,PG,TOT,49,1044,437,142,59,8,164,0.465,1999,PG,49,20.8,27.200,4.5,0.8,5.3,4.3,-1.6,2.2,,,
Stephon Marbury,PG,MIN,18,319,167,62,29,5,55,0.421,1999,PG,18,18.8,26.400,0.8,0.6,1.3,2.8,-0.5,0.7,,,
Stephon Marbury,PG,NJN,31,725,270,80,30,3,109,0.489,1999,PG,31,21.8,27.600,3.8,0.2,4.0,5.1,-2.3,1.5,,,
Sean Marks,PF,TOR,8,11,0,1,1,0,3,0.625,1999,PF,8,7.8,19.200,0.0,0.0,0.0,-4.8,-2.7,0.0,,,
Donyell Marshall,SF,GSW,48,530,66,342,47,37,80,0.447,1999,SF,48,16.9,22.300,1.1,2.0,3.0,0.6,0.7,1.0,,,
Darrick Martin,PG,LAC,37,296,144,48,43,4,67,0.423,1999,PG,37,11.6,18.300,0.4,-0.2,0.2,-1.2,-1.7,-0.2,,,
Jamal Mashburn,SF,MIA,24,356,75,146,20,3,60,0.473,1999,SF,24,15.1,23.300,0.7,1.1,1.8,0.2,-0.4,0.4,,,
Tony Massenburg,PF,VAN,43,481,23,257,26,39,64,0.487,1999,PF,43,15.9,20.900,1.3,0.5,1.8,-1.1,-1.8,-0.2,,,
Vernon Maxwell,SG,SAC,46,492,76,85,30,3,67,0.485,1999,SG,46,12.6,22.800,1.1,0.5,1.6,-0.4,-1.1,0.1,,,
Lee Mayberry,PG,VAN,9,20,23,3,7,0,11,0.421,1999,PG,9,7.2,11.700,-0.1,0.0,-0.1,-4.8,-1.1,-0.1,,,
Kelly McCarty,SG,DEN,2,4,0,3,0,0,2,0.667,1999,SG,2,31.7,56.600,0.0,0.0,0.0,2.3,-9.9,0.0,,,
Walter McCarty,PF,BOS,32,181,40,115,24,13,40,0.398,1999,PF,32,8.9,16.400,-0.2,0.7,0.5,-3.7,-0.2,-0.3,,,
George McCloud,SF,PHO,48,428,79,162,45,14,49,0.545,1999,SF,48,13.6,15.300,2.3,1.0,3.3,0.4,0.3,0.8,,,
Jelani McCoy,C,SEA,26,133,4,79,11,20,10,0.737,1999,C,26,21.1,14.300,1.1,0.3,1.4,2.0,0.5,0.4,,,
Antonio McDyess,C,DEN,50,1061,82,537,73,115,138,0.471,1999,C,50,21.7,27.300,2.9,1.3,4.2,1.4,-0.7,1.3,,,
Tracy McGrady*,SF,TOR,49,458,113,278,52,66,80,0.447,1999,SF,49,20.6,21.900,1.8,1.4,3.3,2.9,1.1,1.7,,,
Jim McIlvaine,C,NJN,22,48,2,54,9,32,13,0.431,1999,C,22,9.5,10.900,0.0,0.3,0.3,-5.9,2.3,-0.1,,,
Jeff McInnis,PG,WAS,35,130,73,21,19,1,30,0.407,1999,PG,35,11.0,19.000,0.0,0.2,0.2,-1.3,-0.5,0.0,,,
Derrick McKey,SF,IND,13,60,13,41,12,4,12,0.442,1999,SF,13,12.2,14.000,0.2,0.2,0.4,-1.0,0.7,0.1,,,
Aaron McKie,SG,PHI,50,240,100,140,63,3,57,0.414,1999,SG,50,11.4,15.200,-0.1,1.7,1.6,-2.9,2.5,0.4,,,
Roshown McLeod,SF,ATL,34,162,14,50,2,1,23,0.383,1999,SF,34,11.3,27.800,-0.1,0.4,0.3,-2.8,-2.0,-0.2,,,
Ron Mercer,SG,BOS,41,698,104,155,67,12,89,0.435,1999,SG,41,13.5,24.200,0.1,1.2,1.3,-1.5,-0.8,-0.1,,,
Loren Meyer,C,DEN,14,16,1,16,0,3,4,0.268,1999,C,14,-2.8,21.300,-0.3,0.0,-0.3,-13.2,-3.7,-0.3,,,
Marko Milič,SG,PHO,11,16,2,5,3,1,6,0.400,1999,SG,11,3.9,22.700,-0.2,0.0,-0.1,-7.3,-0.9,-0.1,,,
Anthony Miller,PF,HOU,29,70,7,67,7,5,9,0.467,1999,PF,29,13.1,14.900,0.3,0.3,0.6,-1.2,-0.5,0.0,,,
Brad Miller,C,CHH,38,238,22,117,9,18,32,0.569,1999,C,38,21.2,21.700,1.6,0.5,2.1,1.6,0.0,0.4,,,
Oliver Miller,C,SAC,4,10,0,8,0,2,4,0.455,1999,C,4,8.3,18.300,0.0,0.0,0.0,-4.0,-4.2,-0.1,,,
Reggie Miller*,SG,IND,50,920,112,135,37,9,76,0.517,1999,SG,50,18.7,22.900,6.0,0.4,6.4,4.3,-1.2,2.3,,,
Chris Mills,SF,GSW,47,483,103,237,39,14,58,0.446,1999,SF,47,13.0,17.600,1.5,1.5,3.0,-0.6,0.6,0.7,,,
Terry Mills,PF,MIA,1,9,0,4,1,0,3,0.500,1999,PF,1,6.7,20.300,0.0,0.0,0.0,-1.9,-4.9,0.0,,,
Greg Minor,SG,BOS,44,214,50,117,20,6,38,0.436,1999,SG,44,9.7,15.400,0.2,0.6,0.8,-2.4,-0.6,-0.2,,,
Sam Mitchell,SF,MIN,50,561,98,182,35,16,34,0.417,1999,SF,50,14.1,20.600,1.9,1.1,3.0,-0.4,-0.4,0.4,,,
Cuttino Mobley,PG,HOU,49,487,121,111,44,23,79,0.490,1999,PG,49,12.2,17.200,1.6,0.8,2.3,-0.6,-0.4,0.4,,,
Nazr Mohammed,C,PHI,26,42,2,37,5,4,12,0.357,1999,C,26,10.0,23.700,-0.2,0.2,0.0,-5.8,-1.7,-0.2,,,
Eric Montross,C,DET,46,95,14,139,12,27,16,0.525,1999,C,46,9.1,9.100,0.4,0.9,1.3,-3.6,1.2,-0.1,,,
Mikki Moore,C,DET,2,4,0,1,0,0,0,1.000,1999,C,2,35.7,14.900,0.1,0.0,0.1,15.2,3.0,0.0,,,
Chris Morris,SF,PHO,44,184,23,121,16,11,21,0.483,1999,SF,44,15.3,16.400,1.1,0.5,1.6,0.9,-0.8,0.3,,,
Alonzo Mourning*,C,MIA,46,924,74,507,34,180,139,0.511,1999,C,46,24.6,27.100,4.0,3.9,7.9,2.5,2.2,3.0,,,
Chris Mullin*,SF,IND,50,507,81,160,47,13,60,0.575,1999,SF,50,18.1,19.100,3.1,1.0,4.1,3.5,0.9,1.9,,,
Eric Murdock,PG,NJN,15,119,66,35,22,2,29,0.430,1999,PG,15,12.3,17.000,0.1,0.3,0.4,-2.1,0.5,0.0,,,
Gheorghe Mureșan,C,NJN,1,0,0,0,0,0,1,0.000,1999,C,1,-90.6,88.300,-0.1,0.0,-0.1,-68.9,-23.2,0.0,,,
Lamond Murray,SF,LAC,50,612,61,195,58,20,99,0.420,1999,SF,50,14.3,25.700,0.1,0.2,0.3,-0.2,-1.8,0.0,,,
Tracy Murray,SF,WAS,36,233,27,81,21,6,29,0.420,1999,SF,36,9.6,20.100,-0.1,0.4,0.3,-1.6,-1.0,-0.1,,,
Dikembe Mutombo*,C,ATL,50,541,57,610,16,147,94,0.512,1999,C,50,18.8,14.300,3.7,4.2,7.9,1.3,2.5,2.6,,,
Makhtar N'Diaye,PF,VAN,4,5,1,5,0,1,1,0.250,1999,PF,4,3.9,11.500,0.0,0.0,0.0,-8.0,-2.7,-0.1,,,
Steve Nash*,PG,DAL,40,315,219,114,37,2,83,0.441,1999,PG,40,10.9,15.100,0.6,0.3,1.0,-1.0,-1.4,-0.1,,,
Tyrone Nesby,SF,LAC,50,503,82,175,77,20,53,0.493,1999,SF,50,17.0,18.200,2.7,0.4,3.1,1.2,0.5,1.2,,,
Rasho Nesterović,C,MIN,2,8,1,8,0,0,1,0.250,1999,C,2,3.5,20.300,-0.1,0.0,0.0,-6.5,-3.1,-0.1,,,
Johnny Newman,SF,CLE,50,303,41,75,28,12,41,0.468,1999,SF,50,9.2,16.900,0.5,0.7,1.2,-2.7,-0.4,-0.3,,,
Moochie Norris,PG,SEA,12,38,24,20,7,0,16,0.400,1999,PG,12,7.6,20.400,-0.3,0.1,-0.2,-4.0,-0.3,-0.1,,,
Dirk Nowitzki*,PF,DAL,47,385,47,162,29,27,73,0.426,1999,PF,47,12.8,22.300,0.1,0.7,0.8,-1.8,-0.7,-0.1,,,
Charles O'Bannon,SG,DET,18,56,12,34,2,3,8,0.429,1999,SG,18,13.3,19.400,0.2,0.1,0.3,-0.6,-1.4,0.0,,,
Jermaine O'Neal,PF,POR,36,90,13,97,4,14,14,0.434,1999,PF,36,13.6,16.500,0.3,0.5,0.8,-1.9,-0.1,0.0,,,
Shaquille O'Neal*,C,LAL,49,1289,114,525,36,82,122,0.576,1999,C,49,30.6,32.400,7.2,1.9,9.0,7.5,-0.4,3.9,,,
Charles Oakley,PF,TOR,50,348,168,374,46,21,96,0.430,1999,PF,50,10.8,12.800,0.7,1.4,2.1,-2.2,0.1,-0.1,,,
Hakeem Olajuwon*,C,HOU,50,945,88,478,82,123,139,0.517,1999,C,50,23.1,25.900,3.2,3.3,6.5,1.4,1.8,2.3,,,
Jimmy Oliver,SG,PHO,2,3,0,0,0,0,0,0.500,1999,SG,2,2.7,12.600,0.0,0.0,0.0,-4.0,-3.9,0.0,,,
Kevin Ollie,PG,TOT,8,13,3,7,3,1,3,0.286,1999,PG,8,3.7,12.000,-0.1,0.1,0.0,-7.4,0.6,-0.1,,,
Kevin Ollie,PG,SAC,7,12,3,6,3,1,3,0.308,1999,PG,7,4.1,11.400,-0.1,0.1,0.0,-7.0,0.7,-0.1,,,
